row_id,country_code,year,agricultural_land_area,percentage_of_arable_land_equipped_for_irrigation,cereal_yield,droughts_floods_extreme_temps,forest_area,total_land_area,fertility_rate,life_expectancy,rural_population,total_population,urban_population,population_growth,avg_value_of_food_production,cereal_import_dependency_ratio,food_imports_as_share_of_merch_exports,gross_domestic_product_per_capita_ppp,imports_of_goods_and_services,inequality_index,net_oda_received_percent_gni,net_oda_received_per_capita,tax_revenue_share_gdp,trade_in_services,per_capita_food_production_variability,per_capita_food_supply_variability,adult_literacy_rate,school_enrollment_rate_female,school_enrollment_rate_total,avg_supply_of_protein_of_animal_origin,caloric_energy_from_cereals_roots_tubers,access_to_improved_sanitation,access_to_improved_water_sources,anemia_prevalence,obesity_prevalence,open_defecation,hiv_incidence,rail_lines_density,access_to_electricity,co2_emissions,unemployment_rate,total_labor_force,military_expenditure_share_gdp,proportion_of_seats_held_by_women_in_gov,political_stability
267,93d74a6,2009,,,,,,29.9505004,0.997899654,82.02867302,0,534384.5335,519685.2003,2.109825514,3.945363237,,18.78992951,81191.69096,34.78339773,,,,28.95801271,83.60456837,1.481855075,29.39800755,,86.54863715,84.07433585,59.62326411,31.22177951,,,,,,,,100.6504858,2046.611895,3.515664891,321556.8945,,,0.596407621
268,9621c07,2009,373680.8187,6.528385469,2380.235688,1.304668438,567858.0852,1065665.265,3.296731903,65.38603719,3271839.919,9585382.179,6458820.838,1.669373862,316.4460973,19.49975236,7.111663214,5211.955988,33.51958613,48.91385772,4.280382381,72.49789816,,10.01686442,7.149735069,31.81585813,92.52538382,97.18881197,96.69771529,29.49810804,51.11213041,44.93758102,86.76622844,32.3160245,13.90084493,22.00259302,0.019970949,0.303979676,88.27995057,13965.18713,2.876066957,4506069.712,2.004168761,22.05807044,-0.524063514
269,c408d26,2013,15757.73354,6.148224873,2752.164374,,2785.320824,20699.45874,2.154336798,71.32308751,2172200.494,6209135.656,4182672.437,0.477140405,158.7646452,,,7495.859918,51.10258385,43.42156494,0.730346934,26.97777728,17.24147573,16.34201775,10.28118592,25.74679392,88.22082459,91.70886802,90.46899704,,,73.15382814,93.26828593,19.65536303,19.37765759,2.644785248,0.02993269,,94.9422974,6329.712151,3.701429004,2769804.559,1.093025102,26.58169732,-0.08041162
270,4080343,2000,35845.27053,0.302070806,1056.487254,,4815.485369,55473.96321,5.335022443,53.0344742,3389071.41,5008469.196,1604756.817,3.008200227,106.9155802,12.29738424,13.83070029,1288.106552,47.28388617,,5.530445958,13.8789473,,13.92120018,6.217904701,26.56968113,53.95068838,,83.74326112,7.041940653,75.4738139,11.24551691,54.41885311,57.11025661,3.132444209,56.7993488,0.542319749,,16.69996722,1368.732242,1.856858121,2305297.955,,4.90347723,-0.400776624
271,45a15a2,2009,40276.5004,26.32779056,1950.955905,1.331986185,37528.02205,105724.4313,3.487332835,72.52834989,7287701.235,14350271.78,6983796.514,2.184786793,256.2593148,42.18752963,17.73326389,6788.776313,32.79098178,,1.019954894,25.88855438,10.43045015,11.35583925,11.48675433,37.84553407,,98.13547709,98.67065142,18.20163462,47.42288615,60.13394016,90.69146513,19.57931252,14.34787714,8.925953117,0.039664599,,82.85508852,12055.51954,3.143717459,5579844.402,0.397803727,12.15010033,-0.925957365
272,94e6bd5,2006,53002.66889,7.892420372,1885.679584,,34364.1559,120305.0276,2.615559062,73.70751688,2402887.834,5376412.768,3080453.646,1.314033379,216.5560299,31.86658342,33.79379536,3799.893497,56.49610982,,11.36433935,138.0188086,13.57270538,15.85171572,5.179007364,43.32825037,,100.8305662,99.8583901,18.2134372,52.08215698,61.64745472,81.38690915,14.62525616,13.05684657,12.28366522,0.020370055,,76.28786246,4466.293178,5.292854624,2196990.887,0.555666453,15.09639861,-0.260005613
273,ea3bfc2,2007,16834.38144,35.15653036,4192.730713,,168305.2508,196468.9533,2.755645334,65.30748351,544426.2244,746357.4972,215338.0123,-0.232379659,414.0611259,-41.40667414,15.77025925,5374.15019,78.23647899,,6.995613829,164.22838,,25.19393351,33.48494605,40.6777141,,,,30.24792495,50.07499971,80.52867667,90.44765758,38.61851717,16.66165652,0.992452076,0.12185421,,77.71225067,1566.305024,10.34761487,275925.0499,1.416321874,28.88021698,-0.544286726
274,99a7c06,2013,1144525.057,14.194975,1337.036674,,127980.5921,1579350.787,2.836498297,67.71001754,864694.7841,2915169.049,2024138.942,1.963362686,293.7784436,,,10907.03931,62.38364432,,3.632723382,147.7011016,15.92499031,20.97583177,28.51566536,21.40768956,,95.93166335,94.0881806,,,59.13017345,64.84722988,17.01359281,14.63335687,10.38933192,0.00998658,0.09811266,81.45539647,39119.27652,4.292664076,1243765.239,0.837531652,14.76330458,0.494795742
275,c3668f5,2015,22228.83154,,2454.315669,,46223.19873,75341.9725,2.578568633,77.22450856,1317186.984,3936432.938,2663820.021,1.633602726,,,,20806.11858,52.32431158,50.93681136,0.021836181,2.57423807,,30.26845913,,,,88.50542495,87.83282284,,,75.09726205,93.83119925,23.54970697,,3.42906941,0.060284788,,93.92470811,,4.601406814,1908780.432,0,18.07844111,0.415036978
276,2f1d47e,2009,92351.61011,66.11054327,4136.903596,4.585231441,14441.19743,128472.6414,2.418033278,69.00463468,105013786.9,152792759.4,45150626.67,1.084549473,128.6266007,9.873456846,18.7687176,2364.361282,23.22104559,,1.100678126,8.325704227,7.600886839,5.355812876,5.399898383,27.45390602,,98.48923329,93.16681746,8.874627449,79.08751523,53.80426654,83.27441904,41.92520669,2.174081216,7.024842782,0.009965359,1.864195501,53.49529217,54733.38885,5.037084978,57362927.55,1.252050179,18.37511257,-1.545132541
277,066b021,2003,45733.24324,93.31235066,2088.979893,,4045.486801,137795.2896,3.658302433,66.76999683,4862858.102,6563129.566,1719609.219,1.999897259,108.3150834,36.33754479,14.74318856,1514.789002,73.64118654,32.90089455,10.04219149,22.91243211,,13.42414177,8.639937905,13.9180372,,93.14009815,96.28519094,8.964986215,68.01026918,91.18623551,63.3341249,36.26077175,6.428933821,1.130799527,0.029931436,,100.4722553,2102.173055,11.63709732,2267616.588,2.234013901,12.52122589,-1.141480838
278,6966b4a,2004,5212.845982,0.601565433,1152.993217,,4761.213613,10028.34092,5.846658346,57.04310694,665132.7203,1387049.277,708225.9018,3.19510748,79.39900172,40.32108048,232.395212,1590.684898,49.12499909,,11.00872688,43.19914641,7.768176355,20.43200175,17.19787031,63.34958299,,76.45986504,74.30098172,14.97511114,53.96236456,59.52327806,83.98283378,57.90885298,4.585391993,4.343210076,0.30581456,,32.53343051,297.8258098,9.44027297,430249.5016,0.339205458,13.09022794,0.212955425
279,ea3bfc2,2006,16639.18,34.72947579,4572.429612,,163620.0898,198127.1262,2.757795514,65.18576736,544189.7368,759673.5683,213937.356,-0.179960345,412.8963185,-51.49399475,15.29141164,4884.060701,78.75456103,,11.62224725,230.6166045,,26.71009287,28.69564061,48.56322207,,,,30.97998667,50.02006042,80.56181342,89.43118764,38.63659195,15.74013192,1.036137414,0.140394094,,74.5074888,1302.863468,10.71332624,265735.0509,1.327362083,28.45704856,-0.747970044
280,b3dfc85,2013,334036.4148,99.79295539,1399.057589,,41279.85396,470897.2522,3.013149854,67.14756441,2766584.409,5260645.535,2614798.476,1.881596076,355.0972197,,,13058.45478,,,0.102071951,6.809549548,,,12.37614246,8.158964027,,,,,,,,30.97756967,17.30286874,0.115894583,,0.603271508,99.16184857,67031.4428,3.592760167,2416830.709,,16.98596357,0.168589052
281,e15a18a,2003,42698.20449,49.78225481,2226.326584,,38053.46878,142943.151,3.516655372,65.07425909,21268948.11,25164373.73,3578551.001,1.564785331,159.6959484,1.001681334,31.95738353,1596.12831,29.05832696,42.92418345,7.284085845,18.93111553,8.684021428,10.25823408,2.80645806,23.76193414,,75.63785986,79.6927454,8.891512048,72.3910284,26.15070965,80.60610878,45.72674216,1.834651958,58.56819225,0.039531602,,40.02003597,2843.555041,1.570256179,12871205.13,1.5979276,5.833517023,-1.927267491
282,5c83a63,2001,28489.31141,0.305505415,2531.376551,,20672.54563,61538.74154,1.313804846,71.46988027,1154484.809,3439763.381,2296488.667,-0.816418748,350.0980834,-4.783265164,8.084217279,13056.46489,49.87455744,,,,5.599672248,17.36786157,15.63376424,77.47298067,100.439747,98.51336566,96.75522446,52.59247432,46.2659823,88.00266437,89.72564221,22.76386736,21.04578155,0,0.009977996,,99.45126238,12810.4294,17.08086957,1657219.718,1.342321958,10.50442486,
283,2ca26c6,2005,75635.9013,82.5746419,2799.018157,,131472.2272,250245.1754,2.827735251,73.52225399,5232389.474,13860662.77,8363186.768,1.636752505,372.4950878,33.99201985,6.0551915,8657.506843,28.87716661,53.3514981,0.582078389,16.58919953,,7.719905883,7.357050727,22.26239031,,,101.3237044,31.60616227,38.63194421,76.32958828,81.29868251,23.06153859,13.82593698,10.63058003,,,96.07442344,29971.3417,7.594506091,6405407.233,2.264938192,15.69852772,-0.793520946
284,ba2039a,2004,112226.9284,21.13175516,3353.458866,,333560.3285,641162.4414,2.795130898,64.37170683,34015393.42,48342415.94,13923395.64,0.945491429,233.5396513,-1.97087462,9.038652606,2044.235134,0.138508875,,1.15425508,2.529275692,3.270352027,6.584496737,2.740718945,15.90692341,,91.82391882,90.83214352,16.10388079,62.34506883,66.78291608,72.02287968,41.25568325,1.426025059,9.088308402,0.100776578,,46.21616238,12368.40045,0.849278437,23003663.75,1.915466556,,-0.998836479
285,94e6bd5,2008,50590.16156,9.984022084,1814.278628,,32904.20764,120457.1462,2.489600501,72.71311345,2388887.383,5585189.14,3133496.121,1.306092641,220.58249,37.41343563,36.8098931,4102.444517,63.27235904,,8.588332199,134.4829505,13.38663933,18.28087111,6.185397867,20.06555491,,,97.25690722,17.81267037,50.71102484,61.49934368,82.07659057,14.00516124,14.22621132,11.17862138,0.020297308,,75.39947016,4394.223322,6.115224391,2386212.755,0.498451813,18.70454317,-0.213069115
286,22b9653,2003,566693.8873,2.592004293,655.6420579,,604952.0686,1249191.444,6.512808078,50.87688125,11833368.9,18184075.41,6431209.079,3.537289341,109.6773359,60.3712214,6.075698908,3279.697245,60.96892095,,3.892977141,27.22326718,21.79851841,24.49830468,4.784208411,25.35292436,,,,13.18806574,63.93289533,35.54180636,46.63547837,49.86852943,3.599182038,48.43092165,0.199785543,,26.06017968,9107.910808,23.99197497,7316210.547,4.72691866,15.45120893,-1.043714205
287,893d538,2007,136962.5048,0.201981157,1495.87713,,31096.71834,201405.4675,6.463629242,55.22760331,26203482.33,30019996.36,4158048.361,3.479827198,171.2643078,13.92664075,28.53329392,1416.725001,30.17854372,,14.44135212,57.2232935,,13.14190165,4.221286252,32.35310264,,,,12.22429017,43.74936681,17.63520631,68.87236053,35.28474272,2.112084512,10.86426869,0.666480853,,12.8105526,2905.526885,3.048345767,11027140.98,2.048352261,31.24840408,-0.965202548
288,893d538,2000,125272.4439,0.197887207,1512.612835,,38551.32567,198821.9507,6.74888699,47.94461976,20770099.22,24212745.6,2893380.18,3.258151588,170.9092474,5.324241891,33.48516555,1058.695825,21.76911886,,14.09581568,35.39212044,,10.68872398,7.249878806,59.01866863,,,,7.84000983,43.47939035,15.40441972,56.89486177,38.6195645,1.343594934,15.15772636,0.70659415,0.100398565,8.56565159,1458.360533,3.03529867,8463673.947,2.4915532,17.66260539,-1.321527851
289,4080343,2001,34613.52293,0.298495837,1149.642939,,4573.795235,53684.85517,5.405717997,52.50070287,3349625.919,5035718.415,1709815.016,2.818200355,106.4434582,14.29257202,12.16806678,1243.654874,48.89948409,,3.480532684,8.917329038,,14.91253834,6.223046671,21.69230437,,77.66617234,87.05882485,6.091985664,74.15339568,11.35125256,54.97114913,55.51472099,3.390023179,57.81909054,0.481604424,,19.48423498,1156.027156,1.869169222,2321705.215,,4.964325268,
290,2ca26c6,2012,74262.51411,99.43932813,3208.330181,,126039.5307,253264.9639,2.615929803,75.33873774,5714107.524,15200081.07,9818438.259,1.595476741,383.4747934,31.38549184,5.904509064,10295.3541,31.93557625,45.98133945,0.172020843,9.760935955,,5.654370563,13.95606348,32.74274413,90.9378284,,97.48639865,36.0364583,38.45209789,82.50532629,87.23838835,18.70149351,16.98532915,5.239824398,,,96.83595738,37860.10014,3.285362125,7117049.75,2.913607997,31.8858535,-0.595888737
291,fedb6c4,2014,12541.77407,,3920.242276,,9952.27597,24908.20582,1.536005879,75.00161585,908744.5978,2084734.34,1169096.891,0.084759136,,,,12475.26462,65.92451731,34.98825663,1.900392335,102.2506095,16.32734015,25.92612414,10.0084471,,,88.11747199,89.77347532,,,92.14350674,99.07867111,21.3508096,19.13224979,0.687292817,0.010152076,2.752798945,100.9859922,7465.137089,28.03748274,951522.1183,1.11051394,33.51813138,0.235515482
292,2ddc563,2007,17781.56473,61.72052813,2586.212283,,3306.112576,27967.45259,1.678916789,71.7306114,1060225.57,2978631.65,1871275.048,-0.857468174,294.0028921,60.74282734,25.70132576,7065.462212,38.75046274,31.33837154,3.618879483,120.9810378,16.13443523,18.71718367,19.64898216,111.1020636,,99.93053286,97.05976053,34.6465581,45.69179885,89.56772538,97.60682913,21.95728511,15.33713966,0.038580494,0.009864016,,99.95714853,5158.794327,11.9636061,1324060.684,3.080769848,9.019342702,0.11054912
293,5dbddf9,2012,382944.6825,41.00400447,2035.834319,,13314.58386,656045.8073,5.297331032,62.30675328,22580292.39,30224566.19,7936540.152,3.288878652,113.0949983,21.81183917,306.9203119,1845.216525,39.61924697,,32.18036283,213.9104096,7.579441746,17.34513647,6.704548098,24.2774181,,,,11.88870875,74.46990263,30.70441088,52.34261621,37.14778153,2.480631067,15.99649764,0.00995901,,69.44401466,10736.0135,7.778307984,8440943.089,1.154233225,27.63562349,-2.362053696
294,2f1d47e,2003,91601.45501,56.60912005,3465.178564,,14330.02001,132173.5425,2.905653765,67.06294316,105690997.3,139044246.3,35606539.18,1.742502798,103.1963103,10.89529333,22.06655519,1742.351714,16.26883125,,2.194990515,10.09840985,7.070335442,4.693426051,4.287153002,33.52558026,,,,6.977603081,84.38812178,48.19800174,77.63728583,45.81456189,1.476333567,14.48081946,0.010112193,1.862431309,39.95580466,35649.60672,4.328641376,50946400.75,1.209110367,2.007813204,-1.140321185
295,2e5e810,2007,102580.4901,73.54443139,4893.468332,,137539.1081,307984.6683,1.932831637,73.25031829,60869624.73,86704683.24,24690037.08,0.940063339,257.9014347,-11.31275254,3.977624373,3899.546366,82.60460758,,3.318391191,29.78168963,21.07038476,16.8577249,1.407557285,38.02055356,,,,24.45102611,61.13209862,65.30099801,86.55186807,21.71036598,1.30226639,10.9946255,0.039572092,,92.79369149,105350.2593,2.635808693,48869219.78,2.261031273,25.30327857,0.208290782
296,8fb5447,2007,79.73539008,,1964.736316,,9.884168405,298.4172627,2.235099956,76.29804239,213721.2741,338080.9593,122656.3479,2.664025479,31.81619806,100.8782337,78.24617839,9731.618727,88.37537063,,2.382874353,113.6097442,12.14675253,102.5703134,4.833492686,62.76259685,,95.93218589,99.05631533,56.9394333,41.0673042,91.84853883,97.68107823,42.79641219,4.768392653,3.679932646,,,94.11574754,795.2129374,3.987941788,157114.9751,,11.85195006,0.088750181
297,93d74a6,2015,,,,,,29.79205699,1.296249876,84.77140274,0,591120.8794,601195.7441,2.004053981,,,,102032.9964,38.42196384,,,,29.01088891,81.05983811,,,,98.73092629,98.56209583,,,,,,,,,,101.748736,,1.813611042,371288.3896,,,1.151109259
298,99a7c06,2007,1120171.23,11.18096823,944.2220046,,118880.6374,1554338.925,2.339355868,67.05133356,928617.2159,2625431.256,1681413.728,1.286338927,252.4332768,65.40402328,10.05197603,7043.904116,57.42992969,36.38543167,5.465576484,89.03518571,23.11395819,24.34689066,15.98975198,31.6624973,,98.78601625,95.79672936,45.37310204,47.18546017,54.46619378,62.06329341,15.82227126,10.77118389,12.62365499,0.010092147,0.099579311,75.44784993,12275.00032,7.160329038,1112255.319,1.316502677,6.713774919,0.670152267
299,04952a0,2003,713730.9459,0.803256462,1330.465391,,119049.3529,907990.9123,6.08227906,46.43620939,81650678.36,131952244.7,49913794.5,2.547481957,204.6136887,15.48187268,7.918273983,3158.84914,35.12202262,39.59220414,0.510895107,2.378466775,1.504515122,13.47817056,4.92194476,35.40916699,54.200049,,,7.998796551,63.69844243,32.25799529,56.20562131,52.15178607,4.436365518,23.18736344,0.364332094,0.392596115,51.45760134,100629.7345,4.482225525,40109761,0.884613522,4.994515266,-1.649116263
300,81e884c,2012,23189.20976,38.50500278,3782.118646,,18990.84348,48166.29792,2.505022289,71.81670488,2439234.412,10262267.91,7639347.15,1.284808763,264.6984142,74.68060544,16.78083761,11313.99909,34.15260545,45.13890348,0.454270079,25.3717251,13.13400111,15.22708963,12.48782549,49.48962346,90.3122927,89.61735431,88.93011656,25.14630993,32.33391879,82.98344178,84.62675567,29.93069954,19.95788891,3.469397543,0.050585985,,95.9449842,21870.42935,6.397732388,4575336.179,0.645573375,20.73277193,0.235610348
301,0ea781c,2003,458.3350348,,,,1715.889932,2882.904649,4.466854723,71.41023255,137812.2122,174444.0893,38256.76847,0.620371762,271.3430572,,179.4100878,4983.611105,48.65295564,,10.16375737,185.0016296,,,5.300356391,38.57302302,,,,45.50836646,30.44181126,93.30266931,93.31353436,21.98426809,37.54549846,0.077438336,,,91.48289333,153.6472132,3.502046319,35441.15815,,6.002642089,1.240402934
302,d680446,2000,411648.9782,36.58037035,1870.999709,,130636.1002,582171.2799,5.636561105,58.65935393,11535615.04,15843344.6,4225250.279,3.088241487,156.3157474,12.22213671,22.01947378,1439.809045,38.36107619,,8.563835035,20.23727759,11.17024788,23.60993622,2.481119244,5.091748659,71.6101981,65.88035386,65.55637839,11.0790386,77.01995087,10.40744344,38.73495264,42.53784269,1.893041187,37.86888351,0.029914317,,13.67380494,1871.19467,5.823796718,7391356.771,1.239244403,8.092812965,0.040255527
303,fe2403f,2009,146398.3984,11.0813497,4095.729819,0.265973211,16717.57954,177194.7495,2.11748289,75.22952168,196979.8584,3362158.987,3130473.763,0.359217166,1042.484081,-154.5419013,8.115932664,16129.25137,26.17055591,45.46666112,0.168275033,15.48885117,18.77533556,11.3467382,39.04772931,41.29414842,97.22609,100.7778012,100.3071206,49.1003507,40.36610725,93.87120824,97.72591937,18.07734871,25.60333989,1.069396465,,,97.98105916,8173.167322,7.216328846,1728469.494,1.821887261,13.82038833,0.759121248
304,9e79f12,2005,109419.7662,79.69077151,2699.3692,,8752.920657,191340.3623,2.549635746,68.36242932,3285698.883,5135384.495,1858264.297,1.148227611,276.191433,14.63414382,14.92562083,2327.334042,56.68403029,32.31003889,11.23038679,51.45589159,,22.75353027,8.33921307,92.91218657,,93.65141729,95.26078818,34.20229607,57.79429988,94.08094185,80.68666922,32.46211719,9.265202853,0.083456067,0.020329146,,100.0652683,5628.164056,8.180876308,2265781.291,3.025004595,0,-1.147070651
305,45a15a2,2004,48855.07884,18.84622502,2142.915308,,40240.01219,106839.5875,4.079139731,69.52027029,6819060.25,12878620.82,5904628.718,2.323607639,211.2082343,49.88784633,15.21338197,6149.798475,42.24596402,,0.923413421,16.91989386,11.56469219,10.2268556,3.302807747,86.28227225,,87.56500885,89.7820756,18.22235495,47.77427536,57.38305114,85.33158145,22.90797524,12.43771379,11.72389301,0.060790524,,77.28464319,11742.45692,3.135025619,4571757.416,0.472835553,8.294217896,-0.853071611
306,e15a18a,2009,40783.7727,56.51339334,2415.373694,0.71071404,36121.90929,144278.8145,2.721918827,67.48295094,22069607.51,26225981.63,4412341.839,1.000449364,180.1677902,2.64314816,47.13698903,1923.301858,34.39157354,,6.455944876,32.21252979,11.90100818,12.11215775,4.563722795,21.33631586,,,,9.887508683,70.20208126,35.72933589,85.59863952,38.24710688,2.642218284,42.81063364,0.020248906,,64.23771771,4345.421318,1.720180242,14101569.32,1.661951045,33.18500559,-1.593308417
307,94e6bd5,2010,49907.4909,12.39367352,2126.708933,,30622.7038,122375.3925,2.453610688,72.25972283,2423627.598,5837398.012,3249979.942,1.258962456,241.3526138,33.92855284,33.64508064,4056.693285,60.09879175,,7.600465893,113.1668783,13.56108517,17.31517121,6.132327339,29.36827267,,98.90745455,99.50114277,19.05813157,52.0052126,65.65308924,85.54233661,13.42097166,15.28572442,10.02707757,0.019948173,,78.01098849,4445.682905,7.794299523,2449507.007,0.508937798,20.80037239,-0.504743036
308,3e049d7,2010,954438.8029,12.79768435,4102.687597,,93781.75437,1205197.865,2.571690269,56.73328848,19668920.41,52557268.83,31780754.78,1.215889985,232.813985,2.657922577,3.968514383,11881.08979,27.05903615,64.48979523,0.279967233,20.48426216,24.76524719,9.508028319,13.13994421,27.35437521,91.84417537,,,32.65454237,52.16606994,63.31075307,91.80095591,26.68104699,22.94147656,5.358390701,1.418038495,1.801349023,83.61767189,472166.9571,24.27311666,19020027.53,1.107225998,45.2750297,-0.019935097
309,ee5721a,2008,404678.1205,5.625537868,1415.833439,,52140.31701,1228928.083,6.648059324,53.34231724,9142161.557,13866947.69,4910441.719,3.279783026,211.1082897,6.511302166,17.97880078,1787.826017,38.77077982,,10.13881788,67.43017985,11.79835483,15.47128447,7.401236339,36.03143156,,,,22.95919759,68.41957213,21.42911947,62.63315998,57.92312077,4.4656804,14.09792886,0.080175043,,22.5760811,1077.574557,10.68869403,4512566.077,1.490004146,10.12904072,0.169876858
310,42c298b,2015,4402.428138,,1137.291175,,3363.904526,10741.71748,2.061258003,75.26534521,1279938.612,2923491.875,1594179.08,0.345314093,,,,8093.65709,45.76297663,,0.433735431,20.62065688,24.7877907,37.43493013,,,,,,,,80.42772815,94.77612381,21.90509786,,0.756957658,,,97.64426647,,13.70197027,1489783.345,0.887331215,12.62573716,0.09098748
311,e256731,2007,359428.4891,64.65514311,2776.426591,,18376.49038,762583.4914,4.022950329,65.11980822,102345415.9,158705948.5,56047455.45,2.026249923,194.3687613,-10.07155951,13.07625443,4307.964912,19.79505278,32.13746886,1.463101238,14.41689737,9.228010617,8.406696298,3.847106174,47.71663577,,65.07374367,71.28779563,23.84817508,48.41722318,50.02726848,88.75508383,48.69896805,4.013408191,26.92010004,0.010090544,1.004154342,90.02279571,160588.9328,5.086462468,54435245.6,3.527294327,21.41936922,-2.46027953
312,8fb5447,2001,101.7633566,,1592.586705,,9.858343127,294.160377,2.780393435,72.10583892,200494.3614,289372.5094,84023.2201,2.350180551,33.39395863,101.1708136,90.14730217,7094.085729,,,2.926784832,87.72904537,9.635969691,52.77961411,2.654388621,29.32226209,,99.09134981,99.15930931,71.29774385,42.21216186,81.79631099,96.91800112,50.22590638,3.202056864,15.18578462,,,87.22689407,466.9415381,2.316433972,98825.07944,,5.997536995,
313,d090b87,2003,16861.09013,10.46549613,931.9057551,,1081.556341,28048.86095,4.015103067,58.86208838,5407238.925,8955323.173,3693457.902,1.588959801,97.72993368,63.88435211,107.289608,1643.344361,48.17944374,,7.076569357,24.14125043,,14.63151069,2.421229042,54.46541371,59.76287226,,,8.121472479,53.57361393,22.78167609,60.94034787,51.51222353,6.759090428,33.2022404,0.209046628,,31.73750352,1730.739224,12.8079277,3557803.119,,3.655239569,-1.363398523
314,7fb4d17,2015,219617.4329,,4146.402103,,153057.843,394644.6588,2.556048251,74.44717967,2696999.729,6753803.349,3908873.089,1.327150953,,,,8656.31986,41.37567598,47.26080887,0.236681083,9.106250242,12.96555725,7.533548413,,,94.90677101,,,,,87.79178983,96.98288381,22.14460255,,0.381875074,0.040558688,,97.8253496,,4.584443078,3173798.042,1.435697595,14.93749387,-0.020090878
315,066b021,2001,46076.48138,92.26711467,1414.277389,,4084.177541,142352.6192,3.809972631,65.53154232,4576668.339,6220896.264,1646661.074,1.773730014,98.40673864,36.05092593,15.27896689,1288.235593,78.39117821,,16.12691045,25.69826103,,,6.170747378,18.67748996,,90.74104267,96.43523504,8.961027282,69.4244949,92.25393975,61.55147645,37.35892781,6.021968462,1.315726053,0.020103342,,99.08666448,2301.570587,11.06741558,2120948.667,1.171850011,12.64085464,
316,889f053,2003,233024.497,43.99864233,771.6159221,,5516.78248,532875.3861,5.705698169,60.48684967,14083422.05,19234374.29,5418657.27,2.879812372,59.9753547,80.26273022,25.41943588,3991.346121,38.24197469,,2.256796929,12.7445569,,,1.586521928,10.96106511,,58.63907875,69.62920564,11.86085145,61.85935048,44.58888716,56.83338828,59.39666892,8.415002675,29.02707006,0.010025535,,53.62071896,17615.71335,15.84984244,4471066.477,6.745127374,0.305009859,-1.508561665
317,99a7c06,2015,1136865.597,,550.9020986,,124077.3597,1536608.583,2.755690796,69.06233692,828124.2587,2980840.365,2179904.938,1.770234875,,,,11254.20514,44.32708255,,2.200437493,78.33423901,11.89438246,17.75524155,,,,97.92085377,99.60187844,,,59.87163098,65.18735132,18.28949062,,9.687181362,0.010088859,0.099632189,81.61781692,,4.936024104,1275757.759,0.868735396,14.52682071,0.6490142
318,0ea781c,2002,460.7194892,,,,1734.008837,2886.275854,4.478342343,70.72506011,136351.0824,174899.2902,39263.14982,0.569391171,270.4200284,,164.670794,4859.491449,65.97137234,,12.93663219,208.5738652,,,5.511292721,54.79149672,,,,45.30684215,30.42589307,93.79902604,93.93995231,21.42583641,36.67211329,0.078785659,,,88.82413755,144.930767,4.201211703,36320.10839,,6.201821484,0.983778945
319,07f62b0,2004,2775687.084,6.607482999,3109.192723,,5150141.122,8425388.284,2.058757168,70.59639658,32354307.41,181688216.1,154502773.3,1.243055219,533.1766952,6.527497467,4.007480871,12270.611,13.1799787,56.39713,0.025368255,0.873553965,15.94759215,4.310276201,11.31156299,49.9145996,88.90888346,93.97596359,95.40680613,41.17107329,36.39425545,77.86320037,93.1849141,27.75243653,14.71933748,6.721937695,0.039906751,,98.41274973,342911.0499,8.769960226,87870476.24,1.464547968,8.475336919,-0.279696659
320,66b86bf,2005,52852.51741,3.490955668,3415.637928,,37134.24043,110269.0235,1.387149737,71.85582437,2281276.675,7507935.904,5456214.529,-0.759468916,332.1365561,-34.19928409,6.080117479,12611.99342,58.28993873,,,,20.20891913,26.32183252,22.32101342,20.34098196,,94.61422452,96.15699537,38.19969149,40.5453519,87.24185174,98.46751087,24.68589491,19.46920518,0,,3.830035884,99.95643591,48737.26752,9.90616493,3291930.302,2.372159222,21.78634306,0.13194537
321,845041,2005,71917.05513,40.62942486,3462.911808,,212507.9958,323292.322,2.275910675,73.91022195,8564107.3,25311552.88,17080466.33,1.924672137,426.1463642,85.61593325,2.943011683,18850.92022,90.47116522,,0.020902591,1.148845625,14.70493632,29.59136683,8.997164305,26.48450179,,101.1503558,99.90760229,42.76171684,47.31434926,93.52501064,95.8782973,23.65492816,8.156503031,1.046898545,0.078823645,0.496929978,98.10772464,172073.8654,3.544457549,11066999.64,2.206035108,9.049451526,0.549231951
322,5dbddf9,2007,386275.6159,41.48619567,1877.110749,,13766.09051,656470.0831,6.562635137,60.03568087,20380410.48,26495808.43,6222096.512,2.70080505,113.1140513,23.47797387,162.0403511,1285.452065,58.32349911,,52.44042936,190.8965773,5.26676869,,4.841366838,38.32980489,,,,11.10972255,77.27523204,26.87662636,42.25333809,33.92183138,1.826268035,20.52365284,0.010130066,,33.33715429,2255.570205,7.781594001,7186705.254,2.206325501,28.08766718,-2.35168927
323,d3a0eeb,2015,10136782.81,,1487.36179,,6081314.792,23864565.38,4.930250234,61.05764423,629471439.4,989291300,379823779.9,2.693654155,,,,3487.296857,29.38145218,,2.885198004,45.49177013,,10.65964942,,,63.31410962,75.45575502,77.83612246,,,29.59619475,67.376091,,,22.90749054,0.239795829,,38.05870268,,6.858199896,393681518,1.315616046,24.09288716,
